station,year,month,day,lon,lat,elevation,tmpf,dwpf,relh,feel,alti,mslp,p01m,vsby,skyc1,skyc2,skyc3,skyl1,skyl2,skyl3,p01m_tmrw
0,2022,5,11,-103.995,41.5117,1602.91,59.10833333,42.6125,60.2675,58.01833333,29.94333333,1009.895833,0,8.593333333,0,0,0,3454.166667,5000,6000,0
0,2022,5,12,-103.995,41.5117,1602.91,54.4125,46.1375,78.235,52.574375,29.8275,1005.2125,0,6.725625,0,0,0,4012.5,5000,6000,0
0,2022,5,13,-103.995,41.5117,1602.91,53.525,18.62083333,26.84666667,50.25875,30.01208333,1013.470833,0,10,0,0,0,5416.666667,5666.666667,6000,0
0,2022,5,14,-103.995,41.5117,1602.91,54.44583333,25.7625,34.35875,52.2275,30.06541667,1014.579167,0,10,0,0,0,10166.66667,6583.333333,6125,0
0,2022,5,15,-103.995,41.5117,1602.91,56.15,34.21666667,45.71875,54.82958333,30.15375,1017.1,0,10,0,0,0,6250,5708.333333,6000,0
0,2022,5,16,-103.995,41.5117,1602.91,59.14583333,35.04583333,44.9225,56.61208333,30.03541667,1013.104167,0,10,0,0,0,6291.666667,5708.333333,6000,0
0,2022,5,17,-103.995,41.5117,1602.91,62.4375,42.09166667,49.60791667,62.08,29.93625,1008.395833,0,9.75,0,0,0,7166.666667,6041.666667,6500,0
0,2022,5,18,-103.995,41.5117,1602.91,62.4625,36.525,49.08041667,61.82708333,30.045,1012.425,0,10,0,0,0,5791.666667,5145.833333,6208.333333,0
0,2022,5,19,-103.995,41.5117,1602.91,62.83913043,29.60869565,29.93521739,62.45782609,29.70391304,1000.008696,0,10,0,0,0,9913.043478,5000,6000,1
0,2022,5,20,-103.995,41.5117,1602.91,35.09583333,28.70416667,78.57333333,24.91416667,29.75125,1006.695833,1,7.28125,0,0,0,3512.5,4604.166667,5708.333333,0
0,2022,5,21,-103.995,41.5117,1602.91,36.27083333,22.47083333,61.04541667,29.13708333,30.15083333,1022.95,0,10,0,0,0,7408.333333,6137.5,5979.166667,0
0,2022,5,22,-103.995,41.5117,1602.91,42.87916667,23.12916667,47.9175,39.28541667,30.24333333,1024.3125,0,10,0,0,0,4541.666667,5291.666667,6000,1
0,2022,5,23,-103.995,41.5117,1602.91,43.40869565,35.53913043,75.35782609,36.42913043,30.06652174,1016.817391,1,9.695652174,0,0,0,4678.26087,6330.434783,6282.608696,0
0,2022,5,24,-103.995,41.5117,1602.91,42.99166667,36.8375,80.18958333,40.38958333,30.04,1016.9,0,8.645833333,0,0,0,1962.5,4783.333333,5937.5,0
0,2022,5,25,-103.995,41.5117,1602.91,47.9875,34.24583333,65.33791667,44.67833333,30.035,1015.570833,0,10,0,0,0,5445.833333,5041.666667,6000,0
0,2022,5,26,-103.995,41.5117,1602.91,57.36315789,32.90526316,44.27105263,55.14578947,30.02421053,1012.768421,0,10,0,0,0,4000,5000,6000,0
0,2022,5,27,-103.995,41.5117,1602.91,67.89583333,35.01666667,33.08458333,67.44708333,29.98208333,1009.5625,0,10,0,0,0,5687.5,6250,6375,0
0,2022,5,28,-103.995,41.5117,1602.91,65.6125,37.10833333,36.6225,65.6125,29.77125,1001.975,0,10,0,0,0,8708.333333,6250,6000,1
0,2022,5,29,-103.995,41.5117,1602.91,58.875,37.27916667,47.75208333,58.75708333,29.57958333,996.1666667,1,10,0,0,0,10145.83333,8020.833333,7520.833333,1
0,2022,5,30,-103.995,41.5117,1602.91,49.3875,38.42916667,67.24708333,45.45083333,29.58708333,998.3125,1,10,0,0,0,6100,6541.666667,7375,1
0,2022,5,31,-103.995,41.5117,1602.91,45.8625,39.78333333,79.70583333,39.15458333,29.99541667,1014.033333,1,10,0,0,0,4141.666667,4462.5,4900,0
1,2022,3,1,-103.6706,41.59,1340.32,49.43333333,22.37083333,36.06666667,45.20166667,30.1525,1019.595833,0,10,0,0,0,5416.666667,5000,6000,0
1,2022,3,2,-103.6706,41.59,1340.32,50.99130435,27.49565217,44.57086957,48.3473913,30.17782609,1019.873913,0,10,0,0,0,9086.956522,5652.173913,6000,0
1,2022,3,3,-103.6706,41.59,1340.32,48.58333333,26.11666667,45.06166667,46.60125,30.10125,1017.408333,0,10,0,0,0,7833.333333,5000,6000,0
1,2022,3,4,-103.6706,41.59,1340.32,44.59583333,25.80833333,55.39458333,41.16916667,29.85041667,1009.6125,0,10,0,0,0,11208.33333,5000,6000,1
1,2022,3,5,-103.6706,41.59,1340.32,27.3125,23.325,85.90458333,15.82416667,29.82625,1010.995833,1,6.359166667,0,0,0,2358.333333,4658.333333,6125,0
1,2022,3,6,-103.6706,41.59,1340.32,17.59583333,12.825,81.46,6.108333333,30.09708333,1024.15,0,8.1925,0,0,0,4170.833333,5091.666667,6500,0
1,2022,3,7,-103.6706,41.59,1340.32,15.22916667,6.454166667,69.43916667,4.014583333,30.24083333,1029.9875,0,10,0,0,0,3700,5854.166667,6000,0
1,2022,3,8,-103.6706,41.59,1340.32,21.0826087,10.96956522,64.86,9.786086957,30.05565217,1022.395652,0,10,0,0,0,5539.130435,5004.347826,6000,0
1,2022,3,9,-103.6706,41.59,1340.32,12.95416667,8.979166667,84.05541667,-0.16625,30.03541667,1022.004167,0,3.344166667,0,0,0,1916.666667,4733.333333,6000,0
1,2022,3,10,-103.6706,41.59,1340.32,2.194117647,-2.629411765,80.25529412,-6.981764706,30.09176471,1027.152941,0,8.705882353,0,0,0,4394.117647,5305.882353,6205.882353,0
1,2022,3,11,-103.6706,41.59,1340.32,11.975,0.804166667,60.68,-1.971666667,30.17583333,1025.245833,0,10,0,0,0,4416.666667,5000,6000,0
1,2022,3,12,-103.6706,41.59,1340.32,32.18333333,19.24166667,59.80875,22.565,30.08708333,1022.025,0,10,0,0,0,6041.666667,5187.5,6000,0
1,2022,3,13,-103.6706,41.59,1340.32,45.3375,21.61666667,43.15583333,40.71958333,29.8975,1011.795833,0,10,0,0,0,4750,5583.333333,6000,0
1,2022,3,14,-103.6706,41.59,1340.32,42.14166667,25.24583333,54.93,35.10958333,30.07166667,1017.5125,0,10,0,0,0,7112.5,5000,6000,0
1,2022,3,15,-103.6706,41.59,1340.32,46.52916667,18.625,40.7825,43.70166667,30.15666667,1020.6375,0,10,0,0,0,4666.666667,5000,6000,0
1,2022,3,16,-103.6706,41.59,1340.32,47.30869565,26.67826087,45.41434783,43.46913043,29.96,1012.595652,0,10,0,0,0,7278.26087,6521.73913,6000,1
1,2022,3,17,-103.6706,41.59,1340.32,35.775,30.80416667,84.64833333,27.78958333,30.10291667,1019.654167,1,6.479583333,0,0,0,2762.5,5012.5,6000,0
1,2022,3,18,-103.6706,41.59,1340.32,35.03333333,22.06666667,66.39625,30.9425,30.10833333,1021.029167,0,10,0,0,0,4500,5062.5,6000,0
1,2022,3,19,-103.6706,41.59,1340.32,42.20416667,21.30416667,49.46791667,37.05375,30.07166667,1018.354167,0,10,0,0,0,6125,5000,6000,0
1,2022,3,20,-103.6706,41.59,1340.32,51.025,18.27083333,32.20458333,48.26166667,29.8575,1008.991667,0,10,0,0,0,11333.33333,5500,6000,0
1,2022,3,21,-103.6706,41.59,1340.32,40.55,22.34583333,50.8625,31.96583333,29.96041667,1013.5,0,10,0,0,0,5933.333333,7745.833333,6291.666667,0
1,2022,3,22,-103.6706,41.59,1340.32,34.85833333,16.94583333,50.54291667,23.78541667,30.12666667,1021.4375,0,10,0,0,0,5516.666667,5625,6333.333333,0
1,2022,3,23,-103.6706,41.59,1340.32,36.45,15.71363636,53.64454545,27.97090909,30.12272727,1021.168182,0,10,0,0,0,4400,5000,6000,0
1,2022,3,24,-103.6706,41.59,1340.32,39.24444444,15.80555556,42.28333333,33.93166667,30.01944444,1016.427778,0,10,0,0,0,6027.777778,5000,6000,0
1,2022,3,25,-103.6706,41.59,1340.32,44.48695652,26.2173913,52.32434783,41.31608696,30.19652174,1019.982609,0,10,0,0,0,4934.782609,5347.826087,6173.913043,0
1,2022,3,26,-103.6706,41.59,1340.32,45.51666667,27.57916667,53.46916667,42.66458333,30.05333333,1016.920833,0,10,0,0,0,8083.333333,8166.666667,6916.666667,0
1,2022,3,27,-103.6706,41.59,1340.32,43.58333333,21.64166667,44.37625,37.27791667,30.02166667,1015.766667,0,10,0,0,0,6541.666667,5000,6000,0
1,2022,3,28,-103.6706,41.59,1340.32,55.71666667,23.59166667,35.72375,51.9325,29.81166667,1007.083333,0,10,0,0,0,7083.333333,5000,6000,1
1,2022,3,29,-103.6706,41.59,1340.32,47.94583333,31.90416667,60.33333333,43.95916667,29.57791667,998.5375,1,9.119583333,0,0,0,9075,7858.333333,6000,1
1,2022,3,30,-103.6706,41.59,1340.32,26.50588235,21.62352941,81.80588235,11.47705882,29.83823529,1011.805882,1,8.632352941,0,0,0,2282.352941,4988.235294,6000,0
1,2022,3,31,-103.6706,41.59,1340.32,51.73333333,21.9,30.87666667,50.62666667,29.77,1013.9,0,10,0,0,0,4000,5000,6000,0
1,2022,4,1,-103.6706,41.59,1340.32,42.02083333,27.1125,58.8175,35.62041667,29.8775,1013.179167,0,10,0,0,0,5495.833333,7129.166667,6666.666667,0
1,2022,4,2,-103.6706,41.59,1340.32,43.3,24.12272727,52.78727273,40.59136364,30.03272727,1016.963636,0,10,0,0,0,6363.636364,5000,6000,0
1,2022,4,3,-103.6706,41.59,1340.32,46.49565217,18.15217391,36.93043478,42.79521739,29.99869565,1014.273913,0,10,0,0,0,8608.695652,5391.304348,6000,0
1,2022,4,4,-103.6706,41.59,1340.32,46.7125,15.75416667,33.05666667,41.92833333,29.84541667,1009.654167,0,10,0,0,0,4562.5,5000,6000,0
1,2022,4,5,-103.6706,41.59,1340.32,45.1625,24.17083333,50.48083333,38.70291667,29.59333333,999.675,0,8.885416667,0,0,0,6841.666667,6375,6333.333333,0
1,2022,4,6,-103.6706,41.59,1340.32,35.23913043,11.35217391,37.41,23.02347826,30.00173913,1017.1,0,9.956521739,0,0,0,4247.826087,5330.434783,6347.826087,0
1,2022,4,7,-103.6706,41.59,1340.32,37.01578947,16.30526316,46.86684211,25.36736842,30.29210526,1026.773684,0,10,0,0,0,5610.526316,5105.263158,6000,0
1,2022,4,8,-103.6706,41.59,1340.32,39.875,12.29583333,36.9425,33.77083333,30.27958333,1023.404167,0,10,0,0,0,4000,5000,6000,0
1,2022,4,9,-103.6706,41.59,1340.32,56.16521739,17.5173913,23.00173913,52.98086957,29.78869565,1006.234783,0,10,0,0,0,10095.65217,5500,6000,1
1,2022,4,10,-103.6706,41.59,1340.32,41.075,23.45416667,57.31958333,32.69958333,29.72708333,1004.970833,1,9.708333333,0,0,0,4933.333333,5708.333333,6062.5,0
1,2022,4,11,-103.6706,41.59,1340.32,39.95,17.70833333,47.47875,34.53083333,29.74166667,1007.395833,0,10,0,0,0,9625,5000,6000,0
1,2022,4,12,-103.6706,41.59,1340.32,43.87083333,18.0125,37.37625,36.36166667,29.405,993.825,0,10,0,0,0,11458.33333,7041.666667,6666.666667,0
1,2022,4,13,-103.6706,41.59,1340.32,22.44583333,4.45,48.95458333,8.978333333,29.8625,1014.1875,0,10,0,0,0,5100,5000,6000,0
1,2022,4,14,-103.6706,41.59,1340.32,25.575,8.2,51.76291667,18.25916667,29.93916667,1017.479167,0,10,0,0,0,8354.166667,6354.166667,6000,0
1,2022,4,15,-103.6706,41.59,1340.32,31.24166667,13.00416667,48.74083333,23.42958333,29.90875,1014.554167,0,10,0,0,0,5687.5,5000,6000,0
1,2022,4,16,-103.6706,41.59,1340.32,35.32916667,17.30416667,50.68666667,27.53458333,30.13458333,1021.941667,0,10,0,0,0,5787.5,5666.666667,6000,0
1,2022,4,17,-103.6706,41.59,1340.32,46.12916667,19.6375,37.51208333,39.56833333,29.98458333,1014.716667,0,10,0,0,0,6045.833333,5791.666667,6000,0
1,2022,4,18,-103.6706,41.59,1340.32,39.04166667,16.89166667,44.32125,34.39416667,30.32041667,1026.841667,0,10,0,0,0,5083.333333,5208.333333,6000,0
1,2022,4,19,-103.6706,41.59,1340.32,54.44583333,24.90833333,39.27916667,48.47708333,29.78541667,1006.45,0,10,0,0,0,6666.666667,5000,6000,0
1,2022,4,20,-103.6706,41.59,1340.32,56.46666667,20.75833333,28.88791667,54.96416667,29.7525,1003.725,0,10,0,0,0,8958.333333,6020.833333,7000,0
1,2022,4,21,-103.6706,41.59,1340.32,53.62916667,23.43333333,34.94666667,51.1275,29.98791667,1013.029167,0,10,0,0,0,5416.666667,5000,6000,0
1,2022,4,22,-103.6706,41.59,1340.32,66.1125,42.83333333,56.00625,65.30166667,29.66416667,999.8583333,0,9.291666667,0,0,0,3712.5,5000,6000,1
1,2022,4,23,-103.6706,41.59,1340.32,42.1625,33,77.63875,32.27833333,29.55833333,998.2916667,1,7.635416667,0,0,0,2120.833333,6800,6458.333333,0
1,2022,4,24,-103.6706,41.59,1340.32,38.56666667,26.47916667,65.91541667,26.49,30.04041667,1018.0375,0,10,0,0,0,4304.166667,5770.833333,6520.833333,0
1,2022,4,25,-103.6706,41.59,1340.32,38.12608696,19.96956522,52.55782609,33.22608696,30.33347826,1028.130435,0,10,0,0,0,6173.913043,5413.043478,6000,0
1,2022,4,26,-103.6706,41.59,1340.32,51.70416667,19.13333333,31.23333333,46.84416667,30.17875,1020.595833,0,10,0,0,0,4666.666667,5000,6000,0
1,2022,4,27,-103.6706,41.59,1340.32,53.56666667,18.18666667,26.348,52.44,29.95733333,1011.04,0,10,0,0,0,6133.333333,5866.666667,6866.666667,0
1,2022,4,28,-103.6706,41.59,1340.32,52.88695652,32.09130435,49,51.04695652,29.89565217,1010.66087,0,10,0,0,0,6391.304348,5000,6000,1
1,2022,4,29,-103.6706,41.59,1340.32,52.89166667,39.0875,63.72166667,51.48791667,29.70875,1002.904167,1,9.833333333,0,0,0,8091.666667,4879.166667,6250,0
1,2022,4,30,-103.6706,41.59,1340.32,45.63478261,30.59565217,58.34826087,37.84173913,29.99086957,1014.095652,0,10,0,0,0,3221.73913,5126.086957,6108.695652,0
1,2022,5,1,-103.6706,41.59,1340.32,44.56666667,27.49166667,55.99916667,42.45166667,30.06125,1017.208333,0,10,0,0,0,4725,5000,6000,1
1,2022,5,2,-103.6706,41.59,1340.32,38.15833333,32.06666667,82.6325,33.17208333,30.04291667,1016.729167,1,6.568333333,0,0,0,3450,5237.5,6604.166667,0
1,2022,5,3,-103.6706,41.59,1340.32,34.77083333,31.77916667,88.97125,26.16625,30.00208333,1017.325,0,10,0,0,0,1845.833333,4829.166667,6000,1
1,2022,5,4,-103.6706,41.59,1340.32,42.3,38.00833333,85.255,36.8575,30.01458333,1016.25,1,9.541666667,0,0,0,1591.666667,5179.166667,6375,0
1,2022,5,5,-103.6706,41.59,1340.32,48.54347826,39.46521739,75.18173913,45.91304348,30.04652174,1016.213043,0,9.309565217,0,0,0,2947.826087,4813.043478,6065.217391,0
1,2022,5,6,-103.6706,41.59,1340.32,61.4625,35.525,43.98416667,60.88125,29.8775,1008.191667,0,10,0,0,0,7708.333333,5000,6000,0
1,2022,5,7,-103.6706,41.59,1340.32,66.1125,34.71666667,33.02708333,65.93541667,29.73458333,1001.925,0,10,0,0,0,12125,5000,6000,0
1,2022,5,8,-103.6706,41.59,1340.32,57.16666667,36.75833333,47.32208333,56.66,29.66625,1000.4625,0,10,0,0,0,7933.333333,6000,6000,1
1,2022,5,9,-103.6706,41.59,1340.32,50.14583333,37.70416667,68.34,46.60333333,29.57708333,998.7833333,1,9.875,0,0,0,2345.833333,4766.666667,6104.166667,0
